2024-06-10 18:23:06,207 INFO    StreamThr :43675 [internal.py:wandb_internal():86] W&B internal server running at pid: 43675, started at: 2024-06-10 18:23:06.207148
2024-06-10 18:23:06,208 DEBUG   HandlerThread:43675 [handler.py:handle_request():146] handle_request: status
2024-06-10 18:23:06,209 INFO    WriterThread:43675 [datastore.py:open_for_write():87] open: /data/khullar/Desktop/s4/s4/wandb/run-20240610_182306-46ujems1/run-46ujems1.wandb
2024-06-10 18:23:06,209 DEBUG   SenderThread:43675 [sender.py:send():382] send: header
2024-06-10 18:23:06,211 DEBUG   SenderThread:43675 [sender.py:send():382] send: run
2024-06-10 18:23:06,558 INFO    SenderThread:43675 [dir_watcher.py:__init__():211] watching files in: /data/khullar/Desktop/s4/s4/wandb/run-20240610_182306-46ujems1/files
2024-06-10 18:23:06,558 INFO    SenderThread:43675 [sender.py:_start_run_threads():1136] run started: 46ujems1 with start time 1718058186.207126
2024-06-10 18:23:06,564 DEBUG   HandlerThread:43675 [handler.py:handle_request():146] handle_request: check_version
2024-06-10 18:23:06,564 DEBUG   SenderThread:43675 [sender.py:send_request():409] send_request: check_version
2024-06-10 18:23:06,684 DEBUG   HandlerThread:43675 [handler.py:handle_request():146] handle_request: run_start
2024-06-10 18:23:06,708 DEBUG   HandlerThread:43675 [system_info.py:__init__():27] System info init
2024-06-10 18:23:06,708 DEBUG   HandlerThread:43675 [system_info.py:__init__():42] System info init done
2024-06-10 18:23:06,708 INFO    HandlerThread:43675 [system_monitor.py:start():194] Starting system monitor
2024-06-10 18:23:06,708 INFO    SystemMonitor:43675 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-06-10 18:23:06,709 INFO    HandlerThread:43675 [system_monitor.py:probe():214] Collecting system info
2024-06-10 18:23:06,709 INFO    SystemMonitor:43675 [interfaces.py:start():190] Started cpu monitoring
2024-06-10 18:23:06,709 INFO    SystemMonitor:43675 [interfaces.py:start():190] Started disk monitoring
2024-06-10 18:23:06,710 INFO    SystemMonitor:43675 [interfaces.py:start():190] Started gpu monitoring
2024-06-10 18:23:06,711 INFO    SystemMonitor:43675 [interfaces.py:start():190] Started memory monitoring
2024-06-10 18:23:06,711 INFO    SystemMonitor:43675 [interfaces.py:start():190] Started network monitoring
2024-06-10 18:23:06,734 DEBUG   HandlerThread:43675 [system_info.py:probe():151] Probing system
2024-06-10 18:23:06,735 DEBUG   HandlerThread:43675 [system_info.py:_probe_git():136] Probing git
2024-06-10 18:23:06,738 DEBUG   HandlerThread:43675 [system_info.py:_probe_git():144] Probing git done
2024-06-10 18:23:06,738 DEBUG   HandlerThread:43675 [system_info.py:probe():199] Probing system done
